;0;1
0;MAX_TEMPERATURE_C;0.05687470071277844
1;WINDSPEED_MAX_KMH;0.02848332261784048
2;PRECIP_TOTAL_DAY_MM;0.0035365234354689636
3;HUMIDITY_MAX_PERCENT;0.022365058430713826
4;PM25_t;0.17163104405038673
5;MAX_TEMPERATURE_C_T_1;0.03054717567819781
6;WINDSPEED_MAX_KMH_T_1;0.028069857364905425
7;PRECIP_TOTAL_DAY_MM_T_1;0.006466043874210836
8;HUMIDITY_MAX_PERCENT_T_1;0.015465784749611024
9;PM25_t_T_1;0.14705988030960682
10;MAX_TEMPERATURE_C_T_2;0.027282358759196462
11;WINDSPEED_MAX_KMH_T_2;0.033228191226337654
12;PRECIP_TOTAL_DAY_MM_T_2;0.009088150977329325
13;HUMIDITY_MAX_PERCENT_T_2;0.01282155193049755
14;PM25_t_T_2;0.09981529951366389
15;MAX_TEMPERATURE_C_T_3;0.0212435419826652
16;WINDSPEED_MAX_KMH_T_3;0.02031177894605989
17;PRECIP_TOTAL_DAY_MM_T_3;0.006510897351212433
18;HUMIDITY_MAX_PERCENT_T_3;0.015014304696413296
19;PM25_t_T_3;0.24418453339290402
